,GSE259348_DMED
RP11-421M1.8,0
TMEM14B,513
RP11-637O19.3,29
MAK,118
GCM2,0
RP11-637O19.2,3
SYCP2L,25
ELOVL2,1
ELOVL2-AS1,0
SMIM13,52
ERVFRD-1,0
RP3-510L9.1,124
NEDD9,358
RP11-716O23.1,0
RP11-716O23.2,0
TMEM170B,61
RP11-679B17.2,0
ADTRP,3
RP3-413H6.2,0
RP11-456H18.1,0
RP11-456H18.2,0
HIVEP1,338
EDN1,5
RP11-125M16.1,0
PHACTR1,188
RP1-257A7.4,1
TBC1D7,53
RP1-257A7.5,0
GFOD1,521
GFOD1-AS1,0
SIRT5,87
RP1-223E5.4,3
NOL7,732
RANBP9,274
MCUR1,158
RP3-500L14.2,3
RNF182,15
RP3-380E11.2,0
CD83,43
RP11-359N11.1,1
LINC01108,0
RP3-448I9.2,0
RP3-448I9.1,0
RP11-330A16.1,0
RP11-146I2.1,2
RP11-560J1.2,1
JARID2,211
JARID2-AS1,0
DTNBP1,229
RP11-401E14.2,0
MYLIP,995
GMPR,105
RP3-467D16.3,1
ATXN1,1426
RP1-151F17.1,1
RP1-151F17.2,9
STMND1,0
RBM24,97
CAP2,648
FAM8A1,178
NUP153,392
RP11-500C11.3,6
KIF13A,1001
NHLRC1,4
TPMT,94
KDM1B,68
DEK,1657
RNF144B,111
RP11-686D16.1,11
RP1-167F1.2,24
RP3-471C18.2,0
RP3-471C18.1,0
RP4-625H18.2,5
ID4,1712
MBOAT1,42
RP11-239H6.2,5
E2F3,123
CDKAL1,849
RP3-348I23.2,37
RP1-135L22.1,0
LINC00581,0
RP11-204E9.1,0
SOX4,648
CASC15,657
NBAT1,38
RP11-524C21.2,4
RP3-404K8.2,0
PRL,0
HDGFL1,0
RP1-309H15.2,0
RP1-209A6.1,915
RP11-439H9.1,0
NRSN1,0
DCDC2,0
KAAG1,0
MRS2,71
GPLD1,24
ALDH5A1,31
KIAA0319,0
TDP2,132
ACOT13,130
RP1-30M3.5,2
C6orf62,351
RP1-30M3.6,1
RP3-369A17.4,0
GMNN,52
C6orf229,0
RP3-369A17.6,2
FAM65B,316
RP11-367G6.3,0
RP3-425P12.5,0
RP3-425P12.1,0
RP3-425P12.2,0
RP3-522P13.3,1
LRRC16A,859
SCGN,0
HIST1H2AA,0
HIST1H2BA,0
SLC17A4,0
SLC17A1,0
SLC17A3,0
SLC17A2,0
TRIM38,335
U91328.21,1
U91328.19,10
U91328.22,2
HIST1H1A,18
HIST1H3A,10
HIST1H4A,8
HIST1H4B,0
HIST1H3B,1
HIST1H2AB,0
HIST1H2BB,40
HIST1H3C,0
HIST1H1C,200
HFE,22
HIST1H4C,791
HIST1H1T,0
HIST1H2BC,6
HIST1H2AC,122
HIST1H1E,62
HIST1H2BD,28
RP1-221C16.8,4
HIST1H2BE,13
HIST1H4D,0
RP1-34B20.21,9
HIST1H3D,0
HIST1H2AD,0
HIST1H2BF,1
HIST1H4E,5
HIST1H2BG,6
HIST1H2AE,0
HIST1H3E,1
HIST1H1D,16
HIST1H4F,0
HIST1H4G,0
HIST1H3F,0
HIST1H2BH,1
HIST1H3G,0
HIST1H2BI,0
HIST1H4H,39
BTN3A2,101
BTN2A2,39
BTN3A1,56
BTN3A3,33
BTN2A1,169
BTN1A1,0
HCG11,34
CTA-14H9.5,12
HMGN4,89
ABT1,91
RP11-457M11.7,0
ZNF322,169
RP11-457M11.5,7
LINC00240,15
RP11-239L20.6,0
RP1-86C11.7,0
HIST1H2BJ,9
HIST1H2AG,3
HIST1H4I,0
HIST1H2BK,0
HIST1H2AH,1
PRSS16,0
POM121L2,0
ZNF391,7
RP1-153G14.4,0
ZNF184,23
LINC01012,1
HIST1H2BL,0
HIST1H2AI,0
HIST1H3H,2
HIST1H2AJ,0
HIST1H2BM,0
HIST1H4J,0
HIST1H4K,0
HIST1H2BN,35
HIST1H2AK,1
HIST1H2AL,1
HIST1H1B,1
HIST1H3I,0
HIST1H4L,0
HIST1H3J,0
HIST1H2AM,0
HIST1H2BO,0
OR2B2,0
OR2B6,0
RP1-313I6.12,17
ZNF165,2
ZSCAN16-AS1,271
ZSCAN16,20
RP1-265C24.8,3
ZKSCAN8,67
ZSCAN9,36
ZKSCAN4,21
NKAPL,46
ZSCAN26,53
RP5-874C20.8,0
PGBD1,57
ZSCAN31,22
ZKSCAN3,14
ZSCAN12,23
ZSCAN23,17
GPX6,0
GPX5,0
ZBED9,0
RP5-1186N24.3,0
LINC00533,0
XXbac-BPG308K3.5,0
LINC01623,0
HCG14,1
TRIM27,91
LINC01556,4
HCG15,0
HCG16,0
ZNF311,10
XXbac-BPG258E24.10,0
OR2W1,0
OR2B3,0
OR2J3,0
XXbac-BCX196D17.5,0
OR2J2,0
XXbac-BPG308J9.3,1
OR14J1,0
OR5V1,0
OR12D3,0
OR12D2,0
OR11A1,0
OR10C1,0
OR2H1,0
MAS1L,0
XXbac-BPG13B8.10,0
LINC01015,0
UBD,0
GABBR1,296
OR2H2,0
MOG,1
ZFP57,0
HLA-F,479
XXbac-BPG170G13.32,0
HLA-G,6
HCP5B,0
HLA-A,3684
HCG9,2
ZNRD1-AS1,66
ZNRD1,189
PPP1R11,201
RNF39,6
TRIM31,0
TRIM31-AS1,0
TRIM40,0
TRIM10,0
TRIM15,0
TRIM26,82
HCG17,393
HCG18,126
TRIM39,21
TRIM39-RPP21,0
RPP21,27
HLA-E,1924
XXbac-BPG249D20.9,0
GNL1,247
PRR3,116
ABCF1,368
PPP1R10,1142
MRPS18B,238
ATAT1,35
C6orf136,30
DHX16,81
PPP1R18,126
NRM,55
MDC1,108
MDC1-AS1,2
TUBB,911
XXbac-BPG252P9.9,2
FLOT1,413
XXbac-BPG252P9.10,5
IER3,459
HCG20,0
LINC00243,1
XXbac-BPG27H4.8,0
DDR1-AS1,0
DDR1,24
GTF2H4,4
VARS2,10
SFTA2,0
DPCR1,0
HCG21,0
MUC21,0
MUC22,0
HCG22,3
C6orf15,0
PSORS1C1,15
CDSN,3
PSORS1C2,0
CCHCR1,57
TCF19,20
POU5F1,12
XXbac-BPG299F13.17,25
HCG27,20
XXbac-BPG299F13.14,0
HLA-C,3318
XXbac-BPG248L24.13,0
HLA-B,4690
XXbac-BPG181B23.7,6
MICA,123
LINC01149,0
MICB,6
MCCD1,0
ATP6V1G2-DDX39B,1
DDX39B,128
DDX39B-AS1,1
ATP6V1G2,37
NFKBIL1,117
LTA,0
TNF,7
LTB,3
LST1,4
NCR3,0
AIF1,22
PRRC2A,268
BAG6,141
APOM,24
C6orf47,85
C6orf47-AS1,0
GPANK1,149
CSNK2B,386
XXbac-BPG32J3.22,0
LY6G5B,5
LY6G5C,12
ABHD16A,3
XXbac-BPG32J3.20,1
LY6G6F,0
XXbac-BPG32J3.19,0
LY6G6E,0
LY6G6D,0
C6orf25,7
LY6G6C,3
DDAH2,682
CLIC1,1293
MSH5,3
MSH5-SAPCD1,0
SAPCD1,0
SAPCD1-AS1,10
VWA7,2
VARS,48
LSM2,289
HSPA1L,21
HSPA1A,13393
HSPA1B,5991
C6orf48,873
NEU1,128
SLC44A4,1
EHMT2,102
EHMT2-AS1,0
C2,23
ZBTB12,4
XXbac-BPG116M5.17,0
C2-AS1,2
CFB,5
NELFE,192
SKIV2L,35
DXO,35
STK19,113
C4A,1
C4A-AS1,0
AL645922.1,0
C4B,1
C4B-AS1,0
CYP21A2,7
TNXB,137
ATF6B,162
FKBPL,30
PRRT1,55
PPT2,23
PPT2-EGFL8,1
EGFL8,13
AGPAT1,117
RNF5,258
AGER,21
PBX2,135
GPSM3,10
NOTCH4,39
XXbac-BPG154L12.5,73
XXbac-BPG154L12.4,1
C6orf10,11
HCG23,18
BTNL2,0
HLA-DRA,144
HLA-DRB5,77
HLA-DRB1,99
HLA-DQA1,13
HLA-DQB1,9
HLA-DQB1-AS1,0
HLA-DQA2,1
HLA-DQB2,0
HLA-DOB,2
XXbac-BPG246D15.9,1
TAP2,23
PSMB8,297
PSMB8-AS1,39
PSMB9,202
TAP1,70
HLA-DMB,8
XXbac-BPG181M17.5,0
HLA-DMA,33
BRD2,1103
XXbac-BPG181M17.6,0
HLA-DOA,5
HLA-DPA1,61
HLA-DPB1,204
HCG24,0
COL11A2,3
RXRB,97
SLC39A7,154
HSD17B8,75
RING1,174
XXbac-BPG157A10.21,4
HCG25,17
VPS52,45
RPS18,17072
B3GALT4,59
WDR46,115
PFDN6,196
RGL2,100
TAPBP,310
ZBTB22,56
DAXX,104
KIFC1,3
PHF1,270
CUTA,777
SYNGAP1,104
XXbac-BPG294E21.9,15
ZBTB9,0
BAK1,27
LINC00336,0
ITPR3,8
UQCC2,197
IP6K3,21
LEMD2,63
MLN,0
LINC01016,2
RP3-468B3.2,0
GRM4,0
HMGA1,17
C6orf1,97
NUDT3,401
RPS10-NUDT3,12
RPS10,1396
PACSIN1,0
SPDEF,0
C6orf106,215
RP11-140K17.3,34
SNRPC,251
UHRF1BP1,73
TAF11,209
ANKS1A,304
TCP11,0
SCUBE3,84
RP3-329A5.8,4
ZNF76,99
DEF6,3
PPARD,140
FANCE,21
RPL10A,8176
TEAD3,273
TULP1,6
RP3-340B19.3,0
FKBP5,6886
RP3-510O8.4,0
ARMC12,5
CLPSL2,0
CLPSL1,1
CLPS,0
LHFPL5,3
SRPK1,180
SLC26A8,3
MAPK14,332
MAPK13,8
RP1-179N16.6,33
BRPF3,63
PNPLA1,0
C6orf222,0
ETV7,50
RP1-50J22.4,7
PXT1,7
KCTD20,248
STK38,204
SRSF3,1539
PANDAR,0
CDKN1A,1891
RAB44,23
CPNE5,4
PPIL1,52
C6orf89,281
RP1-90K10.4,0
PI16,18
MTCH1,591
FGD2,2
PIM1,26
TMEM217,18
TBC1D22B,75
RNF8,150
CMTR1,75
CCDC167,66
RP1-153P14.8,0
RP1-153P14.5,0
MDGA1,29
RP3-441A12.1,6
ZFAND3,1135
BTBD9,630
BTBD9-AS1,0
GLO1,485
RP3-503A6.2,0
DNAH8,1
RP1-207H1.3,0
GLP1R,0
SAYSD1,45
KCNK5,1
KCNK17,8
KCNK16,0
KIF6,9
DAAM2,693
RP11-61I13.3,89
MOCS1,124
RP11-552E20.1,0
TDRG1,0
LINC00951,0
RP11-552E20.4,0
LRFN2,0
RP11-570K4.1,0
UNC5CL,0
OARD1,182
TSPO2,0
APOBEC2,8
NFYA,126
TREML1,0
TREM2,0
TREML2,0
TREML4,0
TREM1,7
NCR2,0
FOXP4-AS1,13
LINC01276,2
FOXP4,121
MDFI,1
TFEB,63
RP11-298J23.5,2
PGC,2
RP11-298J23.8,0
FRS3,17
PRICKLE4,12
PRICKLE4-1,0
TOMM6,0
USP49,66
RP11-298J23.9,0
RP5-973N23.4,1
MED20,15
BYSL,35
CCND3,247
RP11-533O20.2,0
TAF8,99
RP11-7K24.3,0
C6orf132,0
GUCA1A,0
RP1-139D8.6,0
GUCA1B,13
MRPS10,227
TRERF1,169
UBR2,548
PRPH2,8
TBCC,98
GLTSCR1L,318
RPL7L1,344
C6orf226,91
PTCRA,0
CNPY3,123
RP3-475N16.1,34
GNMT,2
PEX6,39
PPP2R5D,67
MEA1,235
KLHDC3,150
RRP36,225
RP1-20C7.6,1
CUL7,36
KLC4,63
MRPL2,264
RP11-387M24.5,0
PTK7,25
SRF,125
CUL9,55
RP3-330M21.5,1
DNPH1,222
TTBK1,0
SLC22A7,0
CRIP3,1
ZNF318,66
ABCC10,39
DLK2,2
TJAP1,58
LRRC73,9
POLR1C,66
YIPF3,280
RP3-337H4.9,0
XPO5,54
RP3-337H4.10,2
POLH,58
RP3-337H4.8,3
GTPBP2,64
MAD2L1BP,44
RSPH9,20
MRPS18A,131
RP1-261G23.5,0
VEGFA,494
RP1-261G23.7,0
RP11-344J7.2,0
RP5-1120P11.1,2
C6orf223,0
RP5-1120P11.3,0
MRPL14,172
TMEM63B,47
CAPN11,2
RP1-302G2.5,2
SLC29A1,70
HSP90AB1,8027
SLC35B2,55
NFKBIE,16
TMEM151B,0
RP11-444E17.6,0
TCTE1,8
AARS2,22
SPATS1,0
CDC5L,528
RP3-449H6.1,0
SUPT3H,468
RUNX2,36
RP1-244F24.1,2
RP1-166H4.2,0
CLIC5,26
RP1-8B1.4,2
ENPP4,73
ENPP5,73
RCAN2,7645
RP11-795J1.1,36
CYP39A1,77
SLC25A27,395
RP11-446F17.3,14
TDRD6,13
PLA2G7,1
ANKRD66,0
RP11-268F1.3,0
MEP1A,0
ADGRF5,212
RP3-365O12.2,0
ADGRF1,1
TNFRSF21,19
RP11-385F7.1,7
CD2AP,273
ADGRF2,0
ADGRF4,0
RP11-550C4.6,0
OPN5,0
PTCHD4,78
MUT,143
CENPQ,57
GLYATL3,0
C6orf141,1
RHAG,0
CRISP2,0
CRISP3,0
PGK2,0
RP3-417L20.4,0
RP11-719J20.1,0
CRISP1,1
DEFB133,0
DEFB114,0
DEFB113,0
DEFB110,0
DEFB112,0
RP11-397G17.1,0
RP11-524K22.1,0
RP1-28O17.1,0
TFAP2D,0
TFAP2B,0
RP3-335N17.2,0
PKHD1,0
LINCMD1,0
IL17A,0
IL17F,0
MCM3,135
PAQR8,35
EFHC1,118
TRAM2,136
TRAM2-AS1,54
TMEM14A,200
GSTA2,0
GSTA1,0
GSTA5,0
GSTA3,0
GSTA4,224
ICK,178
FBXO9,444
GCM1,0
ELOVL5,1190
RP3-483K16.4,8
GCLC,75
RP1-27K12.4,0
RP1-27K12.2,0
LINC01564,0
KLHL31,0
RP11-79N23.1,0
RP13-476E20.1,0
LRRC1,107
RP3-523E19.2,0
MLIP,72
RP11-411K7.1,0
MLIP-AS1,1
TINAG,0
RP11-124I4.2,0
RP11-524H19.2,0
FAM83B,3
HCRTR2,0
GFRAL,2
HMGCLL1,263
BMP5,204
COL21A1,734
DST,2117
RP11-472M19.2,5
BEND6,34
KIAA1586,115
ZNF451,303
RP11-203B9.4,82
BAG2,158
RAB23,75
PRIM2,205
RP1-71H19.2,0
XXbac-BPGBPG55C20.1,0
XXbac-BPGBPG55C20.3,3
XXbac-BPGBPG55C20.2,51
LINC00680,53
XXbac-BPG55C20.7,1
RP11-143A22.1,2
RP11-343D24.2,0
AL356135.1,0
KHDRBS2,1
FKBP1C,0
LGSN,0
PTP4A1,147
RP5-1148A21.3,1
PHF3,631
EYS,41
RP11-59D5__B.2,0
RP11-349P19.1,0
RP11-301G19.1,0
RP11-542F9.1,0
RP11-406O16.1,0
RP3-525N10.2,26
ADGRB3,383
LMBRD1,390
COL19A1,21
COL9A1,1
RP1-149L1.1,2
RP11-462G2.1,0
RP11-462G2.2,1
FAM135A,271
SDHAF4,41
RP11-134K13.4,4
SMAP1,416
B3GAT2,12
OGFRL1,96
RP3-331H24.5,35
RP3-331H24.4,0
LINC00472,91
LINC01626,1
RIMS1,3
KCNQ5,52
KCNQ5-AS1,0
RP11-257K9.8,0
KHDC1L,0
KHDC1,23
RP11-398K22.12,55
DPPA5,0
KHDC3L,1
OOEP,42
OOEP-AS1,0
DDX43,72
MB21D1,93
MTO1,103
RP11-505P4.6,6
EEF1A1,26927
RP11-505P4.7,5
SLC17A5,111
RP11-553A21.3,6
CD109,103
RP11-554D15.1,1
RP11-554D15.3,0
RP11-554D15.4,0
COL12A1,456
COX7A2,2010
TMEM30A,468
RP1-234P15.4,19
FILIP1,2470
RP11-415D17.3,7
RP11-415D17.4,0
SENP6,1259
MYO6,346
IMPG1,1
RP11-35J1.1,6
RP11-35J1.2,0
RP11-354K4.2,0
HTR1B,1
MEI4,0
RP3-390M24.1,0
RP11-173D14.3,0
IRAK1BP1,172
PHIP,962
HMGN3,1054
HMGN3-AS1,9
RP1-232L24.3,0
LCA5,165
RP11-177G23.2,4
SH3BGRL2,34
LINC01621,0
RP1-92C4.2,0
ELOVL4,20
AL133475.1,0
TTK,1
BCKDHB,302
RP11-250B2.6,3
RP11-250B2.3,1
RP11-250B2.5,0
FAM46A,443
RP11-244G12.1,0
LINC01526,0
RP11-379B8.1,1
RP11-801I18.1,0
IBTK,342
TPBG,27
UBE3D,140
RP11-445L13__B.3,0
DOPEY1,282
AL139333.1,0
PGM3,82
RWDD2A,22
ME1,132
PRSS35,58
SNAP91,18
RP3-393K13.1,0
RIPPLY2,16
CYB5R4,158
RP4-676J13.2,0
RP11-51G5.1,0
MRAP2,57
CEP162,205
LINC01611,6
TBX18,91
TBX18-AS1,5
RP11-30P6.6,0
NT5E,44
SNX14,230
RP11-321N4.5,17
SYNCRIP,515
HTR1E,0
CGA,0
RP11-393I2.4,28
ZNF292,851
GJB7,6
SMIM8,179
C6orf163,3
CFAP206,0
RP3-382I10.7,0
SLC35A1,67
RARS2,251
ORC3,227
AKIRIN2,154
SPACA1,0
CNR1,285
RP11-459O1.2,2
RNGTT,287
RP11-63L7.5,0
PNRC1,4704
SRSF12,93
PM20D2,136
GABRR1,5
GABRR2,5
UBE2J1,369
RRAGD,42
ANKRD6,106
RP11-16C18.3,0
LYRM2,313
MDN1,170
RP1-122O8.7,0
CASP8AP2,221
GJA10,0
RP11-63K6.7,0
BACH2,230
RP3-512E2.2,0
RP1-45N11.1,0
MAP3K7,168
RP1-177I10.1,0
CASC6,0
RP1-149C7.1,0
RP11-127B16.1,0
RP1-23E21.2,0
EPHA7,17
RP11-524K14.1,0
RP3-463P15.1,0
MANEA-AS1,21
MANEA,143
FUT9,0
UFL1-AS1,108
UFL1,484
FHL5,1082
RP3-417O22.3,1
GPR63,49
NDUFAF4,135
KLHL32,7
MMS22L,89
RP11-436D23.1,1
RP1-104O17.3,0
RP11-111D3.2,0
RP1-273N12.4,0
POU3F2,2
FBXL4,165
FAXC,11
COQ3,57
PNISR,1648
RP11-98I9.4,37
USP45,146
TSTD3,54
CCNC,280
RP1-199J3.7,7
PRDM13,0
MCHR2,0
MCHR2-AS1,1
SIM1,44
RP1-121G13.2,1
ASCC3,527
RP3-467N11.1,9
GRIK2,18
HACE1,122
LINC00577,0
LIN28B,0
BVES,46
BVES-AS1,26
POPDC3,1
RP3-355L5.5,0
PREP,115
RP3-355L5.4,0
RP3-359N14.2,2
PRDM1,97
ATG5,290
RP11-404H14.1,0
AIM1,15
RP3-335E1.1,0
RTN4IP1,45
QRSL1,91
RP1-60O19.2,0
RP1-60O19.1,0
CD24,5
C6orf203,116
BEND3,12
PDSS2,304
SOBP,437
RP1-67A8.3,0
SCML4,0
SEC63,583
RP1-191J18.66,8
RP1-111B22.3,0
OSTM1,236
OSTM1-AS1,0
NR2E1,1
SNX3,1127
RP1-128O3.4,0
LACE1,110
FOXO3,1927
LINC00222,11
ARMC2,225
ARMC2-AS1,2
SESN1,527
RP11-787I22.3,3
CEP57L1,152
CD164,736
RP11-425D10.10,2
PPIL6,54
SMPD2,8
MICAL1,203
ZBTB24,51
RP5-919F19.5,0
AK9,122
FIG4,94
RP1-249I4.2,0
GPR6,0
WASF1,61
CDC40,403
METTL24,61
DDO,23
SLC22A16,1
CTA-331P3.1,0
CDK19,266
AMD1,720
GTF3C6,303
RPF2,229
SLC16A10,4
RP11-428F8.2,1
KIAA1919,38
RP5-1112D6.4,3
RP5-1112D6.7,7
REV3L,2447
RP5-1112D6.8,5
TRAF3IP2-AS1,483
TRAF3IP2,115
C6orf3,16
FYN,295
RP1-97J1.2,0
WISP3,1
TUBE1,88
FAM229B,133
LAMA4,740
RP1-142L7.5,19
RP1-142L7.9,2
RP1-142L7.8,2
RP11-506B6.6,0
RP11-506B6.7,0
RFPL4B,0
RP1-105O18.1,0
RP11-437J19.1,0
RP1-124C6.1,0
RP11-346D19.1,0
RP11-367G18.1,0
RP1-249H1.2,0
MARCKS,253
LINC01268,1
RP11-544L8__B.4,0
HDAC2,230
RP3-399L15.3,16
HS3ST5,2
RP3-399L15.1,0
RP3-399L15.2,0
RP11-282C5.1,0
FRK,248
NT5DC1,514
COL10A1,18
RP3-486I3.5,0
TSPYL4,186
DSE,247
RP3-486I3.7,4
TSPYL1,277
RP1-93H18.1,0
RP1-93H18.6,0
FAM26F,1
RP11-259P20.1,0
TRAPPC3L,3
FAM26E,24
FAM26D,0
RWDD1,982
RSPH4A,3
ZUFSP,56
KPNA5,253
FAM162B,444
GPRC6A,1
RFX6,1
VGLL2,0
ROS1,0
RP1-179P9.3,8
RP1-92C8.3,0
DCBLD1,84
GOPC,337
NUS1,146
SLC35F1,656
CEP85L,543
PLN,2966
MCM9,218
ASF1A,93
RP11-351A11.1,60
FAM184A,152
MAN1A1,723
TBC1D32,186
GJA1,14
HSF2,88
SERINC1,771
PKIB,11
FABP7,1
SMPDL3A,65
CLVS2,4
TRDN,52
RP11-532N4.2,4
NKAIN2,168
RNF217-AS1,28
RNF217,198
TPD52L1,131
HDDC2,431
RP11-735G4.1,46
RP11-138M12.1,42
RP11-624M8.1,99
RP1-293L8.2,28
HEY2,384
NCOA7,278
NCOA7-AS1,8
HINT3,83
TRMT11,227
RP11-527F13.1,22
CENPW,11
RSPO3,1
RNF146,193
ECHDC1,158
RP3-403A15.5,3
KIAA0408,9
SOGA3,1
C6orf58,1
RP11-325O24.6,0
THEMIS,3
PTPRK,1792
RP11-103C16.2,38
RP1-86D1.5,0
LAMA2,102
RP1-69D17.3,0
RP1-69D17.4,5
ARHGAP18,79
TMEM244,0
L3MBTL3,77
RP11-73O6.3,2
SAMD3,25
TMEM200A,15
RP11-102N11.1,0
SMLR1,0
EPB41L2,784
AKAP7,132
ARG1,2
MED23,145
ENPP3,3
OR2A4,0
CTAGE9,0
ENPP1,123
RP11-69I8.2,0
CTGF,3095
RP11-69I8.3,383
RP3-523C21.2,26
LINC01013,6
MOXD1,0
STX7,236
TAAR9,0
TAAR8,0
TAAR6,0
TAAR5,0
TAAR2,0
TAAR1,0
VNN1,0
VNN3,0
VNN2,0
RP1-55C23.7,0
SLC18B1,26
RPS12,12226
LINC00326,0
EYA4,799
RP1-283K11.3,1
RP1-283K11.2,1
TARID,52
RP11-704J17.5,1
LINC01312,2
TCF21,15
TBPL1,162
SLC2A12,20
SGK1,285
RP11-557H15.3,2
LINC01010,0
RP11-557H15.4,1
RP11-557H15.5,0
CTA-31J9.2,0
RP1-287H17.1,0
ALDH8A1,8
RP11-349J5.2,0
HBS1L,260
CTA-212D2.2,2
MYB,1
MYB-AS1,0
RP1-32B1.4,0
AHI1,1002
RP3-388E23.2,5
LINC00271,35
RP1-38C16.2,0
RP11-394G3.2,0
PDE7B,145
RP13-143G15.4,20
MTFR2,20
BCLAF1,1307
RP3-406A7.7,0
MAP7,51
RP3-325F22.5,4
MAP3K5,555
RP3-325F22.3,13
PEX7,65
SLC35D3,0
NHEG1,0
RP11-204P2.3,0
IL20RA,4
IL22RA2,0
IFNGR1,263
OLIG3,0
RP11-95M15.1,0
RP11-356I2.1,0
RP11-356I2.4,9
TNFAIP3,48
RP11-10J5.1,0
RP11-240M16.1,1
PERP,107
ARFGEF3,0
PBOV1,0
RP3-422G23.4,0
HEBP2,512
NHSL1,63
RP11-390P2.4,9
GVQW2,8
CCDC28A,89
ECT2L,6
REPS1,200
ABRACL,13
HECA,203
RP1-225E12.2,41
TXLNB,1
RP11-445F6.2,1
CITED2,409
LINC01625,0
RP5-899B16.1,0
RP5-899B16.2,1
RP3-332B22.1,0
RP3-460G2.2,1
RP11-63E9.1,1
NMBR,0
RP11-137J7.2,0
GJE1,0
VTA1,191
RP11-753B14.1,0
ADGRG6,4
RP11-440G9.1,0
RP1-67K17.3,0
HIVEP2,598
RP1-67K17.4,0
RP11-439L18.2,64
RP11-439L18.1,36
LINC01277,30
RP1-45I4.3,3
AIG1,936
RP1-45I4.2,2
ADAT2,36
PEX3,174
FUCA2,115
PHACTR2,706
PHACTR2-AS1,2
RP3-468K18.5,1
LTV1,85
RP3-468K18.7,0
ZC2HC1B,0
PLAGL1,502
SF3B5,464
STX11,30
UTRN,5346
RP1-91J24.3,53
EPM2A,86
RP3-466P17.1,5
RP3-466P17.2,0
AL023806.1,0
FBXO30,117
RP11-545I5.3,117
SHPRH,530
GRM1,1
RAB32,98
RP11-715G15.1,0
ADGB,1
STXBP5-AS1,14
RP11-497D6.3,0
RP11-497D6.5,0
LUADT1,1
STXBP5,340
SAMD5,9
RP11-307P5.1,13
RP11-307P5.2,0
RP11-242F11.2,0
RP11-631F7.2,0
RP11-631F7.1,8
SASH1,563
UST,42
UST-AS1,0
RP11-162J8.3,1
RP1-111D6.3,0
TAB2,243
RP1-111D6.2,0
SUMO4,17
ZC3H12D,0
PPIL4,671
RP1-12G14.5,0
GINM1,531
RP1-12G14.9,32
RP1-12G14.7,3
KATNA1,178
LATS1,223
AL358852.1,7
NUP43,84
PCMT1,424
RP11-350J20.5,15
LRP11,119
RP11-350J20.12,0
RAET1E-AS1,27
RAET1E,3
RAET1E-AS1-1,1
RAET1G,2
ULBP2,2
ULBP1,1
RAET1L,0
RP11-472G23.10,0
ULBP3,0
PPP1R14C,1
IYD,0
PLEKHG1,66
RP11-136K14.3,0
MTHFD1L,116
RP1-292B18.3,0
RP1-292B18.4,1
RP1-297M16.2,0
AKAP12,1391
ZBTB2,74
RMND1,113
ARMT1,91
CCDC170,61
ESR1,225
RP3-443C4.2,0
SYNE1,2245
SYNE1-AS1,3
RP3-398G3.5,0
NANOGP11,0
MYCT1,1
VIP,1
RP1-200K18.1,0
FBXO5,21
RP1-101K10.6,17
MTRF1L,160
RGS17,51
RP11-306O13.1,4
RP11-475C16.2,0
OPRM1,0
IPCEF1,0
CNKSR3,254
SCAF8,456
TIAM2,250
RP11-477D19.2,9
TFB1M,110
CLDN20,5
RP1-257I9.2,0
NOX3,0
RP11-518I13.1,0
RP11-230C9.4,1
RP11-230C9.2,2
ARID1B,1562
RP11-230C9.3,0
RP1-137K2.2,1
TMEM242,215
RP5-933K21.3,1
ZDHHC14,367
SNX9,791
RP11-52J3.3,0
RP11-52J3.2,2
RP3-403L10.3,3
SYNJ2,32
SERAC1,41
GTF2H5,380
TULP4,561
RP11-732M18.2,0
TMEM181,241
DYNLT1,804
SYTL3,12
EZR,434
EZR-AS1,0
C6orf99,2
RSPH3,66
RP1-111C20.4,53
TAGAP,9
RP1-111C20.3,0
RP11-13P5.1,0
RP11-13P5.2,5
FNDC1,50
RP11-125D12.1,0
RP11-125D12.2,0
RP3-393E18.2,1
SOD2,1023
WTAP,677
ACAT2,175
TCP1,605
MRPL18,612
PNLDC1,0
RP1-249F5.3,2
MAS1,15
IGF2R,499
AIRN,2
SLC22A1,17
SLC22A2,10
RP1-276N6.2,0
SLC22A3,730
LPA,0
RP1-81D8.3,0
PLG,0
RP11-235G24.1,0
RP11-235G24.3,0
RP3-428L16.1,0
RP3-428L16.2,9
MAP3K4,263
AGPAT4,77
PARK2,926
PACRG,44
PACRG-AS2,0
PACRG-AS3,0
PACRG-AS1,0
CAHM,10
QKI,1077
RP5-826L7.1,1
RP1-230L10.1,0
RP1-155D22.2,1
RP1-155D22.1,0
RP11-347L18.1,0
RP11-300M24.1,0
C6orf118,0
PDE10A,93
RP11-252P19.1,0
LINC00473,20
LINC00602,0
RP11-459F1.2,0
T,0
RP4-655C5.4,0
RP4-655C5.9,0
PRR18,0
SFT2D1,206
MPC1,612
RP1-168L15.5,5
RPS6KA2,74
RP11-514O12.4,5
RPS6KA2-AS1,0
RNASET2,84
RP1-167A14.2,19
FGFR1OP,72
CCR6,1
TCP10L2,0
GPR31,0
RP11-568A7.4,0
RP11-568A7.3,0
RP11-568A7.2,1
UNC93A,0
TTLL2,0
TCP10,0
RP11-351J23.2,0
RP11-351J23.1,0
LINC01558,0
RP3-431P23.5,0
MLLT4-AS1,0
MLLT4,100
RP3-470B24.5,0
KIF25-AS1,0
KIF25,1
FRMD1,1
RP11-503C24.1,0
RP11-503C24.2,0
RP11-503C24.3,0
RP11-503C24.4,0
DACT2,0
